ra;fase;turma;nome_anonimizado;idade_aprox;genero;ano_ingresso;instituicao_de_ensino;pedra;inde;iaa;ieg;ips;ida;mat;por;ing;ipv;ian;fase_ideal;defasagem;ano_coleta;ipp;ativo_inativo
RA-764;2;N;Aluno-764;10;Masculino;2022;Privada;Ametista;7,84;8;7,88;7,51;6;3;9;;8,34;10;2;0;2024;8,44;Cursando
RA-1064;2;N;Aluno-1064;11;Masculino;2023;Pública;Topázio;8,98;9,5;9,74;7,51;8,5;8;9;;8,78;10;2;0;2024;8,75;Cursando
RA-1065;2;N;Aluno-1065;11;Feminino;2023;Pública;Topázio;8,86;9,5;8,82;6,26;9,25;9;9,5;;8,84;10;2;0;2024;9,06;Cursando
RA-1502;2;N;Aluno-1502;12;Feminino;2024;Pública;Ágata;6,89;8;7,63;7,51;5,25;3,5;7;;7,39;5;3;-1;2024;7,81;Cursando
RA-781;2;N;Aluno-781;11;Feminino;2021;Pública;Topázio;8,5;8;9,75;7,51;7,25;5;9,5;;8,51;10;2;0;2024;8,44;Cursando
RA-608;2;N;Aluno-608;11;Masculino;2022;Pública;Quartzo;5,78;9;3,05;6,88;4,25;5;3,5;;5,05;10;2;0;2024;7,19;Cursando
RA-796;2;P;Aluno-796;12;Feminino;2022;Pública;Ametista;7,05;8,5;8,22;7,51;5,25;3;7,5;;7,33;5;3;-1;2024;7,92;Cursando
RA-797;2;P;Aluno-797;12;Masculino;2021;Pública;Ágata;6,6;9,17;4,84;7,51;7,25;8;6,5;;6,72;5;3;-1;2024;6,67;Cursando
RA-636;2;P;Aluno-636;12;Masculino;2022;Pública;Ágata;6,38;8;4,9;7,51;5,25;4;6,5;;5,55;10;2;0;2024;6,88;Cursando
RA-1140;2;P;Aluno-1140;12;Feminino;2023;Pública;Ametista;7,35;6,83;6,11;7,51;7;4,5;9,5;;7,39;10;2;0;2024;8,12;Cursando
RA-1503;2;P;Aluno-1503;13;Feminino;2024;Pública;Ágata;6,99;7,5;10;7,51;2,75;3;2,5;;7,72;5;3;-1;2024;8,96;Cursando
RA-814;2;P;Aluno-814;11;Masculino;2022;Pública;Ametista;7,97;7,42;9,09;7,51;7,5;8;7;;7,05;10;2;0;2024;7,5;Cursando
RA-637;2;P;Aluno-637;12;Feminino;2021;Pública;Ametista;7,69;7,5;6,23;7,51;7,75;6,5;9;;7,78;10;2;0;2024;8,33;Cursando
RA-652;2;P;Aluno-652;11;Feminino;2022;Pública;Ametista;7,36;8;6,93;7,51;5,5;4,5;6,5;;7,66;10;2;0;2024;7,92;Cursando
RA-816;2;P;Aluno-816;11;Feminino;2022;Privada;Topázio;8,93;7;9,77;7,51;9,25;8,5;10;;8,79;10;2;0;2024;9,17;Cursando
RA-1504;2;P;Aluno-1504;12;Feminino;2024;Pública;Ágata;6,06;7,5;4,61;5,63;6,75;5;8,5;;6,94;5;3;-1;2024;5,83;Cursando
RA-638;2;P;Aluno-638;11;Feminino;2021;Pública;Ágata;6,75;8,5;5,73;7,51;5;4;6;;5,94;10;2;0;2024;8,12;Cursando
RA-1505;2;P;Aluno-1505;13;Masculino;2024;Pública;Ágata;6,72;9,5;7,53;7,51;3,75;3;4,5;;6,94;5;3;-1;2024;8,75;Cursando
RA-643;2;P;Aluno-643;12;Masculino;2022;Pública;Ágata;6,4;9;6,87;7,51;4,5;3;6;;5,83;5;3;-1;2024;8,12;Cursando
RA-645;2;P;Aluno-645;12;Feminino;2022;Pública;Ametista;7,5;7,42;8,39;7,51;5,25;3;7,5;;7,56;10;2;0;2024;7,71;Cursando
RA-1068;2;R;Aluno-1068;11;Masculino;2023;Pública;Topázio;9,02;9,5;9,07;7,51;9,5;9;10;;8,73;10;2;0;2024;8,54;Cursando
RA-798;2;R;Aluno-798;12;Masculino;2022;Pública;Quartzo;4,67;6,83;3,51;7,51;4,75;4;5,5;;2,94;5;3;-1;2024;5;Cursando
RA-799;2;R;Aluno-799;11;Feminino;2022;Pública;Ametista;7,7;7,92;9,09;7,51;5,25;5;5,5;;7,5;10;2;0;2024;7,92;Cursando
RA-1506;2;R;Aluno-1506;11;Feminino;2024;Pública;Ametista;7,15;8;8,39;7,51;3,5;0;7;;7,89;10;2;0;2024;6,46;Cursando
RA-802;2;R;Aluno-802;11;Masculino;2021;Pública;Ametista;7,83;7,5;7,01;7,51;8,75;9;8,5;;6,72;10;2;0;2024;8,33;Cursando
RA-1507;2;R;Aluno-1507;12;Masculino;2024;Pública;Quartzo;5,05;6,92;4,45;7,51;5;5;5;;3,78;5;3;-1;2024;4,58;Cursando
RA-1071;2;R;Aluno-1071;12;Masculino;2023;Pública;Quartzo;4,8;8;4,19;7,51;4,5;4;5;;3;5;3;-1;2024;4,17;Cursando
RA-1508;2;R;Aluno-1508;10;Feminino;2024;Pública;Topázio;8,18;7,5;7,23;7,51;9,25;10;8,5;;8,17;10;2;0;2024;7,5;Cursando
RA-1509;2;R;Aluno-1509;11;Masculino;2024;Pública;Ametista;7,56;8,5;6,52;7,51;7,5;7;8;;7,45;10;2;0;2024;6,67;Cursando
RA-1510;2;R;Aluno-1510;11;Feminino;2024;Pública;Topázio;9,46;10;9,77;7,51;10;10;10;;9;10;2;0;2024;9,58;Cursando
RA-785;2;U;Aluno-785;11;Feminino;2022;Pública;Topázio;9,15;9,5;10;7,51;9;8;10;;8,89;10;2;0;2024;8,75;Cursando
RA-1511;2;U;Aluno-1511;11;Feminino;2024;Pública;Topázio;8,92;10;9,33;7,51;8,75;8;9,5;;8,56;10;2;0;2024;8,44;Cursando
RA-752;2;U;Aluno-752;12;Feminino;2022;Pública;Ágata;6,57;9,5;7,53;7,51;5,75;7;4,5;;5,61;5;3;-1;2024;5,94;Cursando
RA-790;2;U;Aluno-790;13;Masculino;2022;Pública;Ágata;6,81;7,5;6,81;7,51;6,75;4;9,5;;6,88;5;3;-1;2024;7,19;Cursando
RA-590;2;U;Aluno-590;12;Feminino;2021;Privada;Ágata;6,71;8;8,46;6,26;4;8;0;;7,72;5;3;-1;2024;7,5;Cursando
RA-1512;2;U;Aluno-1512;10;Feminino;2024;Pública;Topázio;8,1;9,5;10;7,51;5,5;7;4;;7,61;10;2;0;2024;7,81;Cursando
RA-472;2;U;Aluno-472;14;Feminino;2022;Pública;Ágata;6,64;7,5;7,48;7,51;6,25;4;8,5;;6,33;5;3;-1;2024;6,25;Cursando
RA-628;2;U;Aluno-628;13;Masculino;2022;Pública;Topázio;8,24;9;10;7,51;9;8;10;;7,83;5;3;-1;2024;7,19;Cursando
RA-1513;2;U;Aluno-1513;12;Feminino;2024;Pública;Ágata;6,55;8,5;7,53;7,51;3,75;4;3,5;;7,22;5;3;-1;2024;7,5;Cursando
RA-1514;2;U;Aluno-1514;12;Feminino;2024;Pública;Ametista;7,52;9;7,98;7,51;5,5;5;6;;7,27;10;2;0;2024;7,19;Cursando
RA-629;2;U;Aluno-629;11;Feminino;2022;Pública;Topázio;8,06;10;9,52;7,51;6;6;6;;7,28;10;2;0;2024;7,5;Cursando
RA-832;2;U;Aluno-832;11;Masculino;2022;Pública;Topázio;8,24;9;8,7;7,51;8;7;9;;7,5;10;2;0;2024;7,5;Cursando
RA-1515;2;U;Aluno-1515;12;Feminino;2024;Pública;Quartzo;5,83;6,42;6,67;6,26;3,5;6;1;;6,72;5;3;-1;2024;6,88;Cursando
RA-833;2;U;Aluno-833;11;Masculino;2022;Pública;Topázio;8,52;9;9,33;7,51;8;9;7;;7,95;10;2;0;2024;8,12;Cursando
RA-819;2;U;Aluno-819;10;Masculino;2022;Pública;Topázio;8,65;10;7,78;7,51;9;8;10;;8,5;10;1;1;2024;8,44;Cursando
RA-1073;3;A;Aluno-1073;13;Feminino;2022;Pública;Ametista;7,09;9,17;6,37;7,5;6,5;6,5;5;8;5,79;10;3;0;2024;6,88;Cursando
RA-494;3;A;Aluno-494;13;Feminino;2022;Privada;Ametista;7,92;7,5;7,33;8,76;6,33;6;5,5;7,5;8,91;10;3;0;2024;7,81;Cursando
RA-484;3;A;Aluno-484;13;Masculino;2022;Pública;Quartzo;3,84;8,33;3,91;2,51;0;0;0;;3,12;10;3;0;2024;3,44;Cursando
RA-496;3;A;Aluno-496;13;Masculino;2021;Privada;Ágata;6,73;10;5,32;6,26;5,67;5;4,5;7,5;6,16;10;3;0;2024;6,72;Cursando
RA-1516;3;A;Aluno-1516;13;Feminino;2024;Privada;Ametista;7,22;9,59;5,4;9,38;4,67;0;5;9;7,55;10;3;3;2024;7,97;Cursando
RA-1143;3;A;Aluno-1143;16;Feminino;2021;Pública;Quartzo;5,88;9,59;5,2;9,38;3,17;3;6,5;;6,79;2,5;6;-3;2024;7,03;Cursando
RA-1517;3;A;Aluno-1517;15;Masculino;2024;Pública;Ágata;6,24;9,17;4,31;9,38;4,67;5;4,5;4,5;6,71;5;4;-1;2024;7,5;Cursando
RA-1518;3;A;Aluno-1518;15;Feminino;2022;Pública;Quartzo;5,72;7,08;5,71;9,38;1,75;0;3,5;;6,58;5;4;-1;2024;7,66;Cursando
RA-227;3;A;Aluno-227;13;Masculino;2022;Pública;Topázio;8,07;9,59;8,1;9,38;6,5;4;6;9,5;7,54;10;3;0;2024;7,5;Cursando
RA-487;3;A;Aluno-487;12;Feminino;2021;Privada;Topázio;9,42;9,17;9,44;9,38;9,67;10;9;10;9,17;10;3;0;2024;9,06;Cursando
RA-1076;3;A;Aluno-1076;13;Feminino;2021;Pública;Ametista;7,48;8,33;7,78;8,12;6,33;5,5;6,5;7;6,54;10;3;0;2024;7,03;Cursando
RA-1084;3;A;Aluno-1084;12;Feminino;2023;Pública;Ágata;6,91;8,75;7,71;5,63;3,67;1;6;4;7,46;10;3;0;2024;7,03;Cursando
RA-1519;3;A;Aluno-1519;15;Masculino;2024;Outros;Ametista;7,21;9,59;5,56;8,76;4,83;0;6,5;8;7,5;10;3;3;2024;7,97;Cursando
RA-490;3;A;Aluno-490;12;Feminino;2022;Privada;Ametista;7,37;9,17;5,51;8,76;6,17;5,5;6;7;7,3;10;2;1;2024;7,81;Cursando
RA-346;3;A;Aluno-346;12;Masculino;2022;Pública;Ametista;7,76;10;9,15;2,51;6,17;6;4,5;8;8,25;10;3;0;2024;7,97;Cursando
RA-546;3;B;Aluno-546;13;Feminino;2021;Pública;Quartzo;5,7;5,83;3,78;8,14;4,67;0;4;10;5,5;10;3;0;2024;5,16;Cursando
RA-1087;3;B;Aluno-1087;13;Feminino;2023;Pública;Ágata;6,91;7,92;8,39;8,76;2,67;2;5;1;6,58;10;3;0;2024;7,19;Cursando
RA-493;3;B;Aluno-493;11;Feminino;2021;Pública;Ametista;7,46;10;8,93;10;3,17;3;4;2,5;6,7;10;2;1;2024;7,03;Cursando
RA-1520;3;B;Aluno-1520;14;Feminino;2024;Pública;Ametista;7;8,33;9,06;8,75;3,75;4;3,5;;7,33;5;4;-1;2024;7,66;Cursando
RA-1072;3;B;Aluno-1072;12;Masculino;2023;Pública;Ametista;7,82;8,75;5,63;8,76;8,17;8;7;9,5;7,54;10;3;0;2024;7,97;Cursando
RA-1521;3;B;Aluno-1521;14;Feminino;2024;Pública;Quartzo;5,07;7,5;6,16;2,51;3,17;2;5,5;2;5,45;5;4;-1;2024;6,09;Cursando
RA-536;3;B;Aluno-536;11;Feminino;2021;Pública;Ametista;7,77;8,33;9,11;8,14;5,5;6,5;4,5;5,5;7,42;10;2;1;2024;7,19;Cursando
RA-1079;3;B;Aluno-1079;13;Masculino;2023;Pública;Quartzo;5,43;7,5;4,52;2,51;6,33;5;7,5;6,5;4,16;10;3;0;2024;4,22;Cursando
RA-331;3;B;Aluno-331;14;Feminino;2021;Pública;Ágata;6,23;8,75;7,74;8,76;3,5;4;3,5;3;5,62;5;4;-1;2024;6,09;Cursando
RA-1522;3;B;Aluno-1522;13;Masculino;2024;Pública;Topázio;8,33;8,75;10;9,38;7;10;4;;7,13;10;3;0;2024;6,88;Cursando
RA-1096;3;B;Aluno-1096;11;Feminino;2023;Pública;Topázio;9,19;9,17;9,87;8,76;8,5;8,5;7;10;9,09;10;2;1;2024;9,06;Cursando
RA-513;3;B;Aluno-513;11;Masculino;2021;Privada;Topázio;8,73;10;8,83;8,14;7,67;9;5,5;8,5;8,54;10;2;1;2024;9,06;Cursando
RA-531;3;B;Aluno-531;12;Masculino;2022;Pública;Ametista;7,91;9,17;9,8;4,38;6,67;6,5;4,5;9;7,34;10;3;0;2024;7,97;Cursando
RA-1523;3;B;Aluno-1523;11;Masculino;2024;Pública;Topázio;8,67;6,67;9,28;8,76;8,17;8;6,5;10;8,76;10;2;1;2024;8,91;Cursando
RA-1524;3;B;Aluno-1524;14;Feminino;2024;Pública;Quartzo;5,55;7,92;2,78;7,51;4;4;;;6,92;5;4;-1;2024;7,66;Cursando
RA-1147;3;B;Aluno-1147;15;Feminino;2023;Pública;Quartzo;5,83;8,75;6,13;8,76;3,17;2;5;2,5;5,5;5;4;-1;2024;6,25;Cursando
RA-479;3;C;Aluno-479;12;Masculino;2021;Privada;Topázio;8,9;9,17;9,87;2,51;9,67;10;9;10;9,45;10;2;1;2024;9,38;Cursando
RA-517;3;C;Aluno-517;14;Feminino;2021;Pública;Quartzo;5,88;7,5;5,27;2,51;5;4,5;4;6,5;6,11;10;3;0;2024;6,04;Cursando
RA-325;3;C;Aluno-325;12;Masculino;2022;Pública;Topázio;8,39;9,17;9,87;7,51;7;7;5,5;8,5;7,55;10;3;0;2024;8,33;Cursando
RA-1525;3;C;Aluno-1525;13;Masculino;2024;Pública;Ametista;7,78;7,92;8,29;5,63;7;6,5;5,5;9;7,55;10;3;0;2024;8,54;Cursando
RA-518;3;C;Aluno-518;12;Masculino;2022;Pública;Ágata;6,35;8,33;6,83;2,51;4;7,5;3,5;1;6,94;10;3;0;2024;7,08;Cursando
RA-1146;3;C;Aluno-1146;15;Feminino;2023;Pública;Quartzo;5,39;10;5,02;6,88;2;2;0;4;5,88;5;5;-2;2024;6,25;Cursando
RA-530;3;C;Aluno-530;12;Masculino;2021;Pública;Ametista;7,21;8,75;6,47;9,38;4,5;4;6;3,5;7,5;10;3;0;2024;7,08;Cursando
RA-524;3;C;Aluno-524;13;Masculino;2021;Pública;Ametista;7,03;7,08;5,11;2,51;8,67;8,5;7,5;10;7,39;10;3;0;2024;8,33;Cursando
RA-578;3;C;Aluno-578;12;Masculino;2021;Privada;Topázio;9,07;10;10;2,51;9,83;10;9,5;10;9,45;10;2;1;2024;9,58;Cursando
RA-526;3;C;Aluno-526;14;Masculino;2022;Pública;Ametista;7,84;9,59;9,38;8,13;7,33;8,5;3,5;10;7,5;5;4;-1;2024;7,29;Cursando
RA-528;3;C;Aluno-528;13;Masculino;2021;Pública;Ametista;7,28;9,17;5,79;7,51;6,67;8,5;4,5;7;6,94;10;3;0;2024;7,29;Cursando
RA-516;3;C;Aluno-516;11;Masculino;2021;Privada;Topázio;8,38;10;10;2,51;8,83;8;8,5;10;7,56;10;2;1;2024;8,54;Cursando
RA-534;3;C;Aluno-534;14;Masculino;2021;Pública;Ametista;7,09;9,59;6,04;7,51;5;4;4;7;7,1;10;3;0;2024;7,5;Cursando
RA-1097;3;C;Aluno-1097;15;Masculino;2023;Pública;Quartzo;5,48;10;4,85;6,25;3;4,5;4,5;;5,88;5;4;-1;2024;6,04;Cursando
RA-360;3;C;Aluno-360;14;Feminino;2021;Pública;Ágata;6,29;8,33;5,62;5;5,83;4;6;7,5;6,99;5;4;-1;2024;7,71;Cursando
RA-1526;3;D;Aluno-1526;13;Feminino;2024;Pública;Ametista;7,98;9,17;10;8,75;3,75;2;5,5;;8,13;10;3;0;2024;8,12;Cursando
RA-1077;3;D;Aluno-1077;12;Masculino;2023;Pública;Quartzo;5,54;0;7,7;6,88;2;0;6;;6,37;10;3;0;2024;6,41;Cursando
RA-508;3;D;Aluno-508;12;Masculino;2022;Pública;Ágata;6,77;7,08;5,57;7,51;4,67;0;7;7;7,5;10;2;1;2024;7,66;Cursando
RA-363;3;D;Aluno-363;14;Masculino;2022;Privada;Ametista;7,62;9,59;9,52;5,62;5,33;4;3,5;8,5;6,96;10;3;0;2024;7,34;Cursando
RA-340;3;D;Aluno-340;13;Masculino;2021;Pública;Ágata;6,72;7,92;6,59;7,51;5,17;6;7;2,5;5,83;10;3;0;2024;6,56;Cursando
RA-1527;3;D;Aluno-1527;13;Masculino;2024;Pública;Topázio;8,63;9,17;10;7,51;8;9;7;;7,84;10;3;0;2024;7,97;Cursando
RA-509;3;D;Aluno-509;13;Feminino;2021;Pública;Ágata;6,92;9,17;6,36;2,51;6;6;4,5;7,5;7,25;10;3;0;2024;8,28;Cursando
RA-500;3;D;Aluno-500;12;Feminino;2021;Privada;Topázio;8,08;9,59;10;2,51;6,67;6;6;8;8,38;10;3;0;2024;8,59;Cursando
RA-1528;3;D;Aluno-1528;13;Masculino;2024;Pública;Ametista;7,62;9,17;7,79;7,51;5,67;3;6;8;7,34;10;3;0;2024;7,97;Cursando
RA-1089;3;D;Aluno-1089;12;Feminino;2023;Pública;Ametista;7,62;9,17;7,04;8,13;6,83;6;6;8,5;7;10;3;0;2024;7,19;Cursando
RA-1090;3;D;Aluno-1090;14;Masculino;2023;Pública;Ametista;7,77;9,59;7,62;7,51;6,33;3,5;7,5;8;7,42;10;3;0;2024;7,81;Cursando
RA-503;3;D;Aluno-503;12;Masculino;2021;Pública;Topázio;8,55;9,59;9,82;7,51;7,67;6;8;9;7,79;10;2;1;2024;7,81;Cursando
RA-1093;3;D;Aluno-1093;12;Masculino;2023;Pública;Topázio;8,51;7,5;7,72;8,13;8,67;8,5;8;9,5;8,88;10;3;0;2024;8,91;Cursando
RA-1094;3;D;Aluno-1094;12;Feminino;2023;Pública;Topázio;8,02;9,17;9,52;2,51;7,33;6;7,5;8,5;8,17;10;3;0;2024;8,44;Cursando
RA-1095;3;D;Aluno-1095;14;Masculino;2023;Pública;Ágata;6,11;7,5;7,85;7,51;2,33;3;2;2;5,12;10;3;0;2024;5,47;Cursando
RA-1098;3;D;Aluno-1098;14;Feminino;2023;Pública;Ágata;6,57;8,75;5,82;7,51;3,5;1;3,5;6;6,75;10;3;0;2024;7,34;Cursando
RA-1106;3;F;Aluno-1106;13;Masculino;2023;Pública;Quartzo;5,94;8,33;5,43;7,51;0;0;0;;7,5;10;3;0;2024;7,66;Cursando
RA-568;3;F;Aluno-568;16;Masculino;2021;Pública;Quartzo;5,55;7,92;3,26;8,13;5,17;5;5,5;5;5,5;5;5;-2;2024;6,56;Cursando
RA-558;3;F;Aluno-558;16;Masculino;2022;Pública;Quartzo;5,05;9,17;3,78;8,13;3;2,5;4;2,5;4,27;5;5;-2;2024;6,09;Cursando
RA-559;3;F;Aluno-559;13;Masculino;2021;Pública;Ágata;6,16;10;5,71;8,13;3,17;1;2,5;6;4,73;10;3;0;2024;6,25;Cursando
RA-1529;3;F;Aluno-1529;14;Feminino;2024;Pública;Ágata;6,71;6,67;7,44;7,51;5,5;6;5,5;5;6,96;5;4;-1;2024;8,12;Cursando
RA-1111;3;F;Aluno-1111;12;Feminino;2023;Pública;Ágata;6,12;6,25;4,6;7,5;5;5;4;6;5,82;10;2;1;2024;6,56;Cursando
RA-1108;3;F;Aluno-1108;13;Masculino;2023;Pública;Ágata;6,02;9,17;3,75;8,13;3,67;3,5;3,5;4;5,42;10;3;0;2024;7,19;Cursando
RA-542;3;F;Aluno-542;13;Feminino;2021;Pública;Ágata;6,72;8,75;6,48;8,13;3,93;1,5;5;5,3;6,23;10;3;0;2024;7,03;Cursando
RA-543;3;F;Aluno-543;12;Feminino;2022;Pública;Topázio;8,05;8,75;9,62;2,51;6,83;7;6,5;7;8,7;10;2;1;2024;8,91;Cursando
RA-1530;3;F;Aluno-1530;13;Masculino;2024;Pública;Quartzo;4,64;0;2,52;8,13;2,83;1,5;7;;5,26;10;3;0;2024;7,03;Cursando
RA-555;3;F;Aluno-555;14;Masculino;2021;Pública;Quartzo;5,11;10;2,75;6,88;4,33;5;4;4;5,03;5;4;-1;2024;5;Cursando
RA-1531;3;F;Aluno-1531;14;Masculino;2024;Pública;Ametista;7,05;8,75;7,97;7,5;5,83;4,5;8;5;7,14;5;4;-1;2024;7,34;Cursando
RA-1099;3;G;Aluno-1099;14;Feminino;2023;Pública;Ametista;7,33;8,33;8,13;10;3,83;2,5;3,5;5,5;6,62;10;3;0;2024;7,81;Cursando
RA-1154;3;G;Aluno-1154;14;Masculino;2023;Pública;Ametista;7,57;7,92;9,2;7,51;8;7;7;10;6,74;5;4;-1;2024;7,34;Cursando
RA-1100;3;G;Aluno-1100;12;Masculino;2023;Pública;Ágata;6,65;7,5;7,1;7,51;4,67;4;4;6;5,62;10;2;1;2024;6,72;Cursando
RA-381;3;G;Aluno-381;15;Masculino;2021;Pública;Quartzo;5,94;8,33;6,13;7,51;3,67;2,5;4,5;4;6,12;5;5;-2;2024;6,72;Cursando
RA-364;3;G;Aluno-364;13;Masculino;2021;Pública;Topázio;8,27;8,75;9,53;7,51;7,5;8;5;9,5;7,21;10;3;0;2024;7,97;Cursando
RA-539;3;G;Aluno-539;13;Feminino;2022;Privada;Topázio;8,47;10;9,23;7,51;5,83;5;3,5;9;9,13;10;3;0;2024;8,75;Cursando
RA-573;3;G;Aluno-573;13;Masculino;2021;Pública;Ametista;7,84;9,17;9,5;8,76;5;6;3,5;5,5;6,83;10;3;0;2024;7,81;Cursando
RA-1107;3;G;Aluno-1107;13;Feminino;2023;Pública;Quartzo;5,97;8,75;6,2;2,51;2,5;1;3,5;3;6,78;10;3;0;2024;7,5;Cursando
RA-368;3;G;Aluno-368;15;Masculino;2021;Pública;Ágata;6,78;7,92;6,17;7,51;7;4,5;7;9,5;6,7;5;4;-1;2024;7,66;Cursando
RA-387;3;G;Aluno-387;15;Masculino;2021;Pública;Ágata;6,13;7,5;7,17;7,51;4,33;5;4;4;6;5;4;-1;2024;6,25;Cursando
RA-556;3;G;Aluno-556;13;Feminino;2021;Pública;Quartzo;5,83;7,08;6,17;2,51;3,83;1,5;4,5;5,5;6,16;10;3;0;2024;6,41;Cursando
RA-389;3;G;Aluno-389;13;Masculino;2021;Pública;Ametista;7,21;9,59;6,67;8,76;5,17;6,5;4;5;6,74;10;3;0;2024;6,56;Cursando
RA-390;3;G;Aluno-390;13;Feminino;2022;Pública;Ágata;6,55;7,5;6,08;8,76;4,17;3;2,5;7;6,08;10;3;0;2024;6,56;Cursando
RA-376;3;G;Aluno-376;14;Feminino;2021;Pública;Quartzo;5,9;10;8,29;2,51;2,83;2;5;1,5;6,32;5;4;-1;2024;6,56;Cursando
RA-584;3;G;Aluno-584;12;Feminino;2021;Pública;Ágata;6,75;8,75;5,64;8,76;4,33;2;5;6;6,37;10;3;0;2024;7,34;Cursando
RA-535;3;H;Aluno-535;12;Feminino;2021;Pública;Ametista;7,66;9,17;7,16;8,14;6;7;5,5;5,5;7,5;10;3;0;2024;7,97;Cursando
RA-547;3;H;Aluno-547;13;Feminino;2021;Pública;Ametista;7,21;8,75;7,03;8,14;6,83;9;4,5;7;5,93;10;3;0;2024;5,62;Cursando
RA-557;3;H;Aluno-557;12;Masculino;2021;Privada;Topázio;9,35;10;8,76;7,51;9,67;10;9;10;9,58;10;3;0;2024;10;Cursando
RA-548;3;H;Aluno-548;13;Masculino;2021;Pública;Ametista;7,24;9,17;7,6;7,51;6,67;9;5;6;5,63;10;3;0;2024;5,94;Cursando
RA-1102;3;H;Aluno-1102;12;Masculino;2023;Pública;Topázio;8,44;8,75;9,39;8,13;9,33;10;8;10;7,07;10;2;1;2024;5,94;Cursando
RA-1532;3;H;Aluno-1532;15;Masculino;2024;Pública;Quartzo;4,55;0;3,91;7,51;2;0;6;;6,83;5;4;-1;2024;7,5;Cursando
RA-538;3;H;Aluno-538;14;Masculino;2022;Pública;Ágata;6,51;8,75;7,67;7,51;6,17;10;4,5;4;5,29;5;4;-1;2024;5,62;Cursando
RA-365;3;H;Aluno-365;11;Feminino;2022;Pública;Topázio;8,53;9,59;10;7,51;6,67;8;7;5;8,2;10;2;1;2024;8,44;Cursando
RA-563;3;H;Aluno-563;12;Feminino;2021;Pública;Topázio;8,6;9,17;9,46;8,14;8,33;10;9;6;7,47;10;3;0;2024;8,12;Cursando
RA-1157;3;H;Aluno-1157;15;Masculino;2023;Pública;Ametista;7,92;9,59;9,08;7,51;7;8;6;7;8,47;5;4;-1;2024;7,97;Cursando
RA-258;3;H;Aluno-258;13;Feminino;2021;Pública;Ágata;6,43;7,08;6,94;7,51;2,5;;5;;6,73;10;3;0;2024;7,34;Cursando
RA-369;3;H;Aluno-369;13;Masculino;2022;Pública;Quartzo;5,67;8,75;4,91;7,51;1,67;0;0;5;5,43;10;3;0;2024;6,41;Cursando
RA-375;3;H;Aluno-375;13;Masculino;2021;Pública;Ametista;7,97;9,59;9,44;7,51;6,83;9;5,5;6;6,43;10;3;0;2024;7,19;Cursando
RA-1533;3;I;Aluno-1533;14;Feminino;2024;Pública;Topázio;9,09;9,17;9,71;8,14;9,5;10;8,5;10;8,34;10;3;0;2024;8,5;Cursando
RA-1534;3;I;Aluno-1534;13;Feminino;2024;Pública;Ametista;7,19;7,92;9,67;8,14;1,17;2;1,5;;8,08;10;3;0;2024;8;Cursando
RA-1160;3;I;Aluno-1160;14;Masculino;2023;Pública;Ágata;6,27;8,75;8,2;7,51;3,17;5,5;2;2;6,25;5;4;-1;2024;6,25;Cursando
RA-562;3;I;Aluno-562;13;Feminino;2021;Pública;Topázio;8,39;8,33;9,83;8,14;7,83;7,5;7,5;8,5;7,25;10;3;0;2024;7,62;Cursando
RA-1112;3;I;Aluno-1112;13;Masculino;2023;Pública;Ágata;6,86;9,59;9,03;8,14;4;4;4;4;4,7;10;3;0;2024;5,38;Cursando
RA-1535;3;I;Aluno-1535;13;Feminino;2024;Pública;Ametista;7,11;8,75;5,1;7,51;5,83;7,5;5,5;4,5;7,92;10;3;0;2024;7,12;Cursando
RA-1536;3;I;Aluno-1536;15;Feminino;2024;Pública;Ametista;7,65;9,17;8,72;8,14;7;10;3,5;7,5;7,46;5;4;-1;2024;7,88;Cursando
RA-357;3;I;Aluno-357;14;Masculino;2022;Pública;Ametista;7,73;8,75;9,03;8,14;7,67;8,5;7;7,5;7,08;5;4;-1;2024;7,88;Cursando
RA-583;3;I;Aluno-583;14;Feminino;2021;Pública;Ametista;7,45;7,92;8,9;8,14;5;6,5;4,5;4;6,87;10;3;0;2024;6,88;Cursando
RA-1537;3;I;Aluno-1537;14;Feminino;2024;Pública;Topázio;8,18;9,17;8,33;8,14;8,67;10;6;10;8,67;5;4;-1;2024;8,12;Cursando
RA-599;3;K;Aluno-599;12;Masculino;2022;Pública;Topázio;8,36;10;8,61;9,38;7,67;8;7;8;7,28;10;2;1;2024;7,08;Cursando
RA-651;3;K;Aluno-651;12;Feminino;2022;Pública;Topázio;8,69;9,17;10;7,51;7,5;10;6;6,5;8,34;10;2;1;2024;8,54;Cursando
RA-1131;3;K;Aluno-1131;13;Feminino;2023;Privada;Topázio;8,29;8,33;9,28;6,26;8,33;8;7;10;7,89;10;3;0;2024;7,29;Cursando
RA-403;3;K;Aluno-403;14;Masculino;2021;Pública;Topázio;8,01;8,75;7,36;7,51;7,67;6;8;9;7,61;10;3;0;2024;8,54;Cursando
RA-1538;3;K;Aluno-1538;13;Masculino;2021;Pública;Ametista;7,96;9,17;7,94;8,13;7,17;7,5;6;8;7,11;10;2;1;2024;7,92;Cursando
RA-469;3;K;Aluno-469;13;Feminino;2022;Pública;Ametista;7,68;9,17;9,5;7,51;5;6;4;5;6,94;10;3;0;2024;7,29;Cursando
RA-1121;3;K;Aluno-1121;12;Masculino;2023;Pública;Topázio;8,41;9,59;10;7,51;6,67;9;5;6;8,28;10;3;0;2024;7,08;Cursando
